Restaurant Name,Address,Predictions
Blueberry Hill Family Restaurant,1280 S Decatur Blvd,Pass
Prime Rib Loft,4500 W Tropicana Ave,Pass
Rae's Restaurant & Lounge,2531 Wigwam Pkwy,Pass
Cody's Smokin' Barbecue,1675 S Industrial Rd,Pass
Panda Express,"6475 N Decatur Blvd, Ste 100",Pass
Carl's Jr.,6524 Losee Rd,Pass
Del Taco,1801 W Charleston Blvd,Pass
Albertsons,3010 W Ann Rd,Pass
KFC,71 N Nellis Blvd,Pass
Carl's Jr.,535 Marks St,Pass
Fix8 Fitness Cafe & Grill,650 E Horizon Dr,Pass
Buzz'N Brushes,4500 W Tropicana Ave,Pass
Starbucks,7050 S. Durango Drive,Pass
Albertsons,7350 S Rainbow Blvd,Pass
Paddy's Pub,"4160 S Pecos Rd, Ste 1",Pass
Starbucks,2517 E. Craig Rd,Pass
LA Subs & Salads,"Flamingo Hotel and Casino, 3555 Las Vegas Blvd S",Pass
Voodoo Wing Co,6728 W Cheyenne Ave,Pass
ABC Stores 114,378 E Tropicana Ave,Pass
Honolulu Cookie Company - The LINQ Promenade,"3545 Las Vegas Blvd S, Space L21",Pass
Starbucks,"2001 E. Lake Mead Blvd, #105",Pass
Subway,6770 N Durango Dr,Pass
Sultan's Grill,321 S Casino Center Blvd,Pass
Jack In the Box,5605 S Rainbow Blvd,Pass
Manhattan Pizza,"8550 W Charleston Blvd, Ste 105",Pass
Famous Dave's Bar-B-Que,651 Mall Ring Cir,Pass
Jack in the Box,6345 Losee Rd,Pass
Roberto's Taco Shop,4690 W Cactus Ave,Pass
Cozy's Tavern,4680 S Decatur Blvd,Pass
Capriotti's Sandwich Shop,11155 S Eastern Ave,Pass
Subway,4250 E Bonanza Rd,Pass
Yogurtland,"5635 Centennial Center Blvd, Ste 120",Pass
Verrazano Pizza,"240 S Rainbow Blvd, Ste 3",Pass
Carl's Jr,7125 S Rainbow Blvd,Pass
Onion Steak Sub,"3390 Novat St, Ste 120",Pass
Sen of Japan,"8480 W Desert Inn Rd, Ste F1",Pass
Yogis Teriyaki House,4825 S Fort Apache Rd,Pass
Giordano's,8730 W Charleston Blvd,Pass
Pasta Shop Ristorante,2525 W Horizon Ridge Pkwy,Pass
Firehouse Subs,"6070 S Rainbow Blvd, Ste 1",Pass
Firehouse Subs,"9555 S Eastern Ave, Ste 130",Pass
Poppy Den,440 S Rampart,Pass
Pizza Hut,"2233 N. Rampart, #3A",Pass
Blue Moon Bar,3667 S. Las Vegas Blvd.,Pass
Seattle's Best Coffee,9777 Las Vegas Blvd S,Pass
Marco's Pizza,90 S Stephanie St,Pass
The Great Greek,5020 Blue Diamond Rd,Pass
Grand Cafe,11011 W Charleston Blvd,Pass
The Den LV,9837 W Tropicana Ave,Pass
The Pint,9941 W Charelston Blvd,Pass
Sno Tiger,"8878 S Eastern Ave, Ste 102",Pass
Otto Enoteca Pizzeria,3355 Las Vegas Blvd S,Pass
Pizza Hut,7645 S. Rainbow Blvd.,Pass
Brewskes Bar & Grille,3645 S Durango Dr,Pass
Lee's Discount Liquor,4421 N Rancho Dr,Pass
Pizza Hut,2509 E Lake Mead Blvd,Pass
Bubby's University,4570 S Hualapai Way,Pass
Ori'Zaba's Scratch Mexican Grill,7210 S Durango Dr,Pass
Nestle Toll House Cafe by Chip,"3663 S Las Vegas Blvd, Ste 96",Pass
McDonald's,10020 S Eastern,Pass
Counter Cuisine,"6475 W Charleston Blvd, Ste 130",Pass
Pizzeria Francesco's,3300 Las Vegas Blvd S,Pass
Fremont Mini Mart,1404 Fremont St,Pass
Subway,3999 Las Vegas Blvd S,Pass
The Boiling Crab,4025 S Decatur Blvd,Pass
Those Guys Pies,2916 Lake E Dr,Pass
Shooters Bar & Grill,4465 E Sahara Ave,Pass
Roma Pizza,4310 E Tropicana Ave,Pass
Eastside Lounge,3131 Las Vegas Blvd S,Pass
Sitara Hookah Lounge,"9890 S Maryland Pkwy, Ste 18",Pass
Burger King,2180 E Serene Ave,Pass
Gabriella's Italian Grill & Pizzeria,"8878 S Eastern Ave, Ste 104",Pass
Olive Garden Italian Restaurant,1361 S Decatur Blvd,Pass
King's Fish House- Henderson,"2255 Village Walk Dr, Ste 139, The District at Green Valley Ranch",Pass
Shucks Tavern & Oyster Bar,7155 N Durango Dr,Pass
Pizza Hut,4945 W. Craig Road,Pass
JACK IN THE BOX,8221 S Fort Apache Rd,Pass
Wingstop,400 N Nellis Blvd,Pass
Waldorf Astoria Las Vegas,3752 Las Vegas Blvd S,Pass
Dunkin' Donuts,"7250 S Durango Dr, Ste 100",Pass
Capriotti's Sandwich Shop,"771 East Horizon Drive, Suite 128",Pass
Cafe at Harrah's,"Harrah's Las Vegas, 3475 Las Vegas Blvd S",Pass
Holley's Cuppa,"9265 S Cimarron Rd, Ste 115",Pass
Carl's Jr Restaurants,1824 E Lake Mead Blvd,Pass
Eats Italian,3355 Las Vegas Blvd S,Pass
Albertsons,8410 Farm Rd,Pass
Taco Bell,10287 W Charleston Blvd,Pass
KFC,4691 W Ann Rd,Pass
Pizza Hut,"7065 W. Ann, #110",Pass
Genghis Grill,550 N Stephanie St,Pass
Panda Express,"1301 W Sunset Rd, Ste C107",Pass
Great Links Brewhouse & Grill,"6010 W Craig Rd, Ste 110",Pass
Jackpot Joanie's,5406 Boulder Hwy,Pass
Yumz Gourmet Frozen Yogurt,"6135 S Fort Apache Rd, Ste 400",Pass
Ellis Island BBQ,4178 Koval Ln,Pass
Ribs & Burgers,"2010 Festival Plaza Dr, Ste 170",Pass
Boba City Cafe,4126 S Rainbow Blvd,Pass
Dairy Queen,4438 N Rancho Dr,Pass
O Face Doughnuts,"124 S 6th St, Ste 140",Pass
Capriotti's Sandwich Shop,"9210 S Eastern Ave, Ste 115",Pass
PT's,6055 E Lake Mead Blvd,Pass
Subway,5111 Boulder Hwy,Pass
La Piazza,1000 N Main St,Pass
Starbucks,"2412 E. Desert Inn Road, #100",Pass
Brando's Sportsbar,3725 Blue Diamond Rd,Pass
IHOP,5170 S Fort Apache Rd,Pass
Pt's Gold,4424 West Spring Mountain Rd,Pass
Taco Bell,5645 S Rainbow Blvd,Pass
Blaqcat Ultra Hookah Lounge,"6340 W Charleston Blvd, Ste 140",Pass
Einstein Bros Bagels,1405 W Sunset Rd,Pass
Salvatore's,9090 Alta Dr,Pass
Jamba Juice,"1121 S Decatur Blvd, Ste 110",Pass
Circle K,9487 S Las Vegas Blvd,Pass
Stage Bar,25 Fremont St,Pass
Rolled Ice Cream,"9484 W Flamingo Rd, Ste 165",Pass
Hooters,4321 W Flamingo Rd,Pass
Jack In the Box,290 S Boulder Hwy,Pass
Indigo Lounge,"Bally's Las Vegas Hotel & Casino, 3645 Las Vegas Boulevard South",Pass
The Coffee Bean & Tea Leaf,"6115 S Rainbow Blvd, Ste 101",Pass
Rounders,4455 S Buffalo Dr,Pass
Church's Chicken,868 N Nellis Blvd,Pass
Ben & Jerry's,"2225 Village Walk Dr, Ste 177",Pass
Pink Kingdom Cafe,155 S Water St,Pass
Starbucks,4717 W. Charleston Blvd,Pass
Starbuzz Vegas Hookah Lounge,"384 E Tropicana Ave, Ste 120",Pass
Jimmy John's,"310 W Lake Mead Pkwy, Ste 100",Pass
Kahunaville Island Restaurant,3300 Las Vegas Blvd S,Pass
Five Star Liquor,"280 E Flamingo Rd, Ste B",Pass
Ron's Steakhouse,740 S Decatur Blvd,Pass
In-N-Out Burger,6880 N 5th St,Pass
Speedee Mart No 121,804 E Flamingo Rd,Pass
Pt's Gold,6610 S Ft Apache Rd,Pass
Total Wine & More,730 S Rampart Blvd,Pass
Chipotle Mexican Grill,"10251 S Eastern Ave, Ste 100",Pass
Long John Silver's,3270 N Durango Dr,Pass
Frost N' Roll,"2605 S Decatur Blvd, Ste 101",Pass
Daisho Sushi,7435 S Eastern Ave,Pass
Starbucks,2233 Paradise Road,Pass
8th Ave Pizza,"11370 Southern Highlands Pkwy, Ste 110",Pass
Sagos Spring Mountain,"5020 W Spring Mountain Rd, Ste 7",Pass
Ethel M Chocolate,2 Cactus Garden Dr,Pass
Pt's Pub,4420 N Decatur Blvd,Pass
Capriotti's Sandwich Shop,"9620 Las Vegas Blvd, Ste E5",Pass
Timbers - Durango,7045 N Durango Dr,Pass
Port of Subs,"4388 E Craig Rd, Ste 155",Pass
Polar Snow Las Vegas,1412 W Craig Rd,Pass
Popcornopolis,3850 Las Vegas Blvd S,Pass
Starbucks,"8150 S Maryland Pkwy, Ste D-1",Pass
Irene's Gaming Lounge,6125 W Tropicana Ave,Pass
The Angry Butcher,5111 Boulder Hwy,Pass
Jollibee,"9430 W Sahara Ave, Ste 100A",Pass
Mariana's Supermarket,4151 S Eastern Ave,Pass
Subway,1 S Main St,Pass
Chin Chin,3790 Las Vegas Blvd S,Pass
Taqueria El Tizon Grill,"3266 Las Vegas Blvd N, Ste 9",Pass
Smith's,2255 E Centennial Pkwy,Pass
Downtown Terrace,707 Fremont St,Pass
Subway,"1500 N Green Valley Pkwy, Ste 220",Pass
Mastro's Ocean Club,3720 S Las Vegas Blvd,Pass
Domino's Pizza,5124 Camino Al Norte,Pass
Tee Shots Bar & Grill,"2200 W Horizon Ridge Pkwy, Ste C",Pass
Starbucks,"8975 S. Eastern Avenue, #A",Pass
Domino's Pizza,4966 S Maryland Pkwy,Pass
Pierogi Cafe,1717 S Decatur Blvd,Pass
The Modern Vegan,700 E Naples Dr,Pass
Sabatino's Authentic NY Pizzeria,7660 W Cheyenne Ave,Pass
Subway,"6520 E Lake Mead Blvd, Ste 100",Pass
Denny's,5045 W Tropicana,Pass
Fresh Sub,6174 W Flamingo Rd,Pass
Ferraro's Italian Restaurant And Wine Bar,4480 Paradise Rd,Pass
Arby's,4954 Boulder Hwy,Pass
Poke Express,"19 S Stephanie St, Ste 140",Pass
Smith's,9750 S Maryland Pkwy,Pass
48th and Crepe,3790 S Las Vegas Blvd,Pass
Fluff Ice,"6825 W Russell Rd, Ste 135",Pass
Jack in the Box,4970 Spring Mountain Rd,Pass
Station Casino,1505 S Pavilion Ctr Dr,Pass
Capriotti's Sandwich Shop,4480 Paradise Rd,Pass
Yorky's,5325 S Fort Apache Rd,Pass
New Day Cafe,9890 S Maryland Pkwy,Pass
Blueberry Hill Restaurant and Lounge,2855 N Green Valley Pkwy,Pass
El Pollo Loco,4292 Blue Diamond Rd,Pass
Nekter Juice Bar,"2025 Festival Plaza Dr, Ste 100",Pass
Papa John's Pizza,9255 S Eastern Ave,Pass
Smart & Final Extra,1941 N Decatur Blvd,Pass
Greens and Proteins,6180 N Decatur,Pass
Rise & Shine a Steak & Egg Place,9827 W Flamingo Rd,Pass
Port of Subs,5516 Boulder Hwy,Pass
Lo-Lo's Chicken and Waffles,2040 N Rainbow Blvd,Pass
El Pollo Loco,274 W Lake Mead Pkwy,Pass
Barcelona Tapas Restaurant,1501 W Sahara Ave,Pass
Mixers Ice Cream & Boba,"5625 S Rainbow Blvd, Ste D",Pass
Wendy's,603 W Lake Mead Pkwy,Pass
Kiton Kitchen,6840 W Sahara Ave,Pass
Artifice,"1025 S 1st St, Ste 100",Pass
5 Below Creamery,"5060 S Fort Apache, Ste 175",Pass
One5 Lakeside,"15 Via Bel Canto, Ste 100",Pass
McMullan's Irish Pub,4650 W Tropicana Ave,Pass
PT's,2135 E Centennial Pkwy,Pass
Walmart,201 N Nellis Blvd,Pass
The Daily Egg,"5255 S Decatur Blvd, Ste 115",Pass
Wendy's,1151 S Rainbow Blvd,Pass
Nanny's,8453 W Lake Mead Blvd,Pass
Popeyes Louisiana Kitchen,6110 W Sahara Avenue,Pass
Sweet Addiction,"5165 S Fort Apache Rd, Ste 160",Pass
Quiznos,901 S Rancho Dr,Pass
The Coffee Bean & Tea Leaf,3355 Las Vegas Blvd S,Pass
Spotlight Lounge,975 E Sahara Ave,Pass
Hawaiian Style Poke,3524 Wynn Rd,Pass
Dealer's Choice Lounge,4552 Spring Mountain Rd,Pass
Fruits and Roots,"7885 W Sunset Rd, Ste 180",Pass
The Protein Source,"7060 S Durango Dr, Ste 115",Pass
The Coffee Bean & Tea Leaf,"3265 S Las Vegas Blvd, #1600",Pass
Copper Whisk Café,4500 W Tropicana Ave,Pass
Olive Garden Italian Restaurant,6850 W Cheyenne Ave,Pass
Chipotle Mexican Grill,"6211 N Decatur Blvd, Ste 110",Pass
McDonald's,1003 E Lake Mead Blvd,Pass
Panda Express,3785 S Las Vegas Blvd,Pass
The Game,9090 Alta Dr,Pass
Top of Binion's Steakhouse,128 Fremont St,Pass
Distill - A Local Bar,4830 W Pyle Ave,Pass
Capriotti's Sandwich Shop,"6965 S Rainbow Blvd, Ste 104",Pass
Smith's Store,2385 E Windmill,Pass
Port of Subs,8615 W Flamingo Rd,Pass
Rum Runner,3050 E Desert Inn Rd,Pass
Taco Bell,2351 Ft. Apache,Pass
Westside Deli,2880 S Las Vegas Blvd,Pass
Smashburger,"5130 S Fort Apache Rd, Ste 240",Pass
Starbucks,"1331 W. Warm Springs Road, #100",Pass
Blue Ox East Restaurant & Lounge,4130 S Sandhill Rd,Pass
Sakura Japanese Cuisine,6850 Spring Mountain Rd,Pass
Corduroy,515 Fremont St,Pass
The Cheesecake Factory,160 S Green Valley Pkwy,Pass
Firefly,3824 Paradise Rd,Pass
Walgreens,"3025 Las Vegas Blvd S, Ste A",Pass
McDonald's,6595 N Decatur Blvd,Pass
Hershey's Chocolate World,3790 Las Vegas Blvd S,Pass
Carl's Jr.,8660 Warm Springs Rd,Pass
Mixers Ice Cream & Coffee,"5625 S Rainbow Blvd, Ste D",Pass
Four Mile Bar,3650 Boulder Hwy,Pass
Yogurtland,"509 N Stephanie St, Ste D",Pass
Raising Cane's,7550 S Las Vegas Blvd,Pass
ProteinHouse,"9555 S Eastern Ave, Ste 125",Pass
Wildburger @ Wildfire Lanes,4451 E Sunset Rd,Pass
Starbucks,"5715 S. Eastern Ave., 101",Pass
Cannery Casino and Hotel,2121 E Craig Rd,Pass
PoshBurger Bistro,"9921 W Charleston Blvd, Ste 6",Pass
Outpost Saloon,2200 N Rainbow Blvd,Pass
Pussycats Adult Nightclub,3525 Procyon Ave,Pass
Starbucks,"3850 Las Vegas Blvd So, Excalibur - Las Vegas Food Court",Pass
Lobster ME,"Grand Canal Shoppes at The Venetian, 3377 South Las Vegas Blvd",Pass
La Casa Cigars & Lounge,"430 S Rampart Blvd, Ste 170",Pass
Golden Spoon Frozen Yogurt,"8680 W Warm Springs Rd, Ste 110",Pass
Rainforest Cafe,3717 S Las Vegas Blvd,Pass
Meepleville Board Game Cafe,"4704 W Sahara Ave, Ste 2",Pass
Magura,"3242 E Desert Inn Rd, Ste 15",Pass
Del Taco,5180 S Fort Apache Rd,Pass
Putter's Bar & Grill,7150 S Durango Dr,Pass
Little Caesar's,"3545 S Fort Apache Rd, Unit  115",Pass
Carl's Jr.,2380 E Flamingo Rd,Pass
Capriotti's Sandwich Shop,"8450 W Sahara Ave, Ste 116",Pass
Lawry's The Prime Rib,4043 Howard Hughes Pkwy,Pass
Carefree Catering,439 Rock Quarry Way,Pass
Rhumbar,3400 Las Vegas Blvd S,Pass
Jake's Bar,2301 S Eastern Ave,Pass
Pepe's Tacos 3,4814 Boulder Hwy,Pass
Las Pupusas,"7450 W Cheyenne Ave, Ste A108",Pass
Jimmy John's,"2595 E Craig Rd, Ste A",Pass
McDonald's,8060 W Tropical Pkwy,Pass
Jimmy John's,7210 W Lake Mead Blvd,Pass
Cheffini's Hot Dogs,"707 Fremont St, Ste 1050",Pass
Subway,2265 E Cheyenne Ave,Pass
Dairy Queen,2335 W Deer Springs Way,Pass
Bailey's Sports Bar & Eatery,4341 N Rancho Dr,Pass
SC Prime Steakhouse & Bar,9090 Alta Dr,Pass
Le Petit Café & Bakery,"6496 Medical Center St, Ste 100",Pass
Montana Meat Company,6371 Centennial Center Blvd,Pass
Painted Desert Golf Club,5555 Painted Mirage Rd,Pass
McDonald's,8425 W Centennial,Pass
Don Vito's Italian,9777 S Las Vegas Blvd,Pass
Bar at Times Square,3790 Las Vegas Blvd S,Pass
Wendy's,7355 S Eastern Ave,Pass
Sonic Drive-In,6301 W Lake Mead Blvd,Pass
The Black Sheep,8680 W Warm Springs Rd,Pass
Club Cappuccino,3555 Las Vegas Blvd S,Pass
Nutrition Rush,9691 Trailwood Dr,Pass
Del Taco,7757 N El Capitan Way,Pass
Jimmy John's,4469 W Flamingo Rd,Pass
Beano's Casino,7200 W Lake Mead Blvd,Pass
Starbucks,4800 S. Eastern Avenue,Pass
Soulfish Poké,"8680 W Warm Springs Rd, Ste 110",Pass
Rounders Anthem,2940 Bicentennial Pkwy,Pass
Sonic Drive-In,7390 W Cheyenne Ave,Pass
McDonald's,5740 Losee Rd,Pass
McDonald's,1195 E Sahara Ave,Pass
Double Shots Bar,3430 E Tropicana Ave,Pass
Ethel M Chocolates,12 E Ogden Ave,Pass
Nacho Daddy,9560 W Sahara Ave,Pass
Subway,"3735 Spring Mountain, Ste 201",Pass
McDonald's,2896 S Las Vegas Blvd,Pass
Roberto's Taco Shop,7251 W Azure Dr,Pass
Subway,6150 W Charleston Blvd,Pass
SUGARCANE Raw Bar Grill,3355 Las Vegas Blvd S,Pass
Costco Food Court,801 S Pavilion Center Dr,Pass
Binion's Cafe,128 Fremont St,Pass
Wendy's,11011 S Eastern Ave,Pass
Jake & Eli,160 E Flamingo Rd,Pass
Subway,600 E Warm Springs Rd,Pass
Big Dog's Draft House,4543 N Rancho Dr,Pass
Port of Subs,"3281 S Highland Dr, Ste 802",Pass
Chevron / Terrible Herbst,2353 E Warm Springs Rd,Pass
Crab Corner,6485 S Rainbow Blvd,Pass
Ori'Zaba's Scratch Mexican Grill,1263 E Silverado Ranch Blvd,Pass
Popped,"3700 S Hualapai Way, Ste 108",Pass
Chef On The Road,"7435 S Eastern Ave, Ste 109",Pass
Paymons Mediterranean Cafe & Hookah Lounge,8380 W Sahara Ave,Pass
Tropical Smoothie Cafe,"76 West Horizon Ridge Parkway, Suite  # 120",Pass
Village Pub & Poker,2301 E Sunset Rd,Pass
Pt's Gold,6235 S Decatur Blvd,Pass
Rice & Company,3900 Las Vegas Blvd S,Pass
Artisanal Foods Cafe,2053 Pama Ln,Pass
Presto Calzone Bakery,"7501 N Cimarron Rd, Ste 108",Pass
Sundance Kid Cafe,4325 W Craig Rd,Pass
IHOP,5280 E Craig Rd,Pass
Fresh Boba Tea,1033 South Rainbow Blvd,Pass
Sahara Hotel,2535 Las Vegas Blvd S,Pass
The Griffin,511 Fremont St,Pass
Blaze Fast Fired Pizza,7160 N Durango Dr,Pass
The Rockhouse,"3355 S Las Vegas Blvd, Ste 3200",Pass
Sumo Sushi 2,"8795 W Warm Springs Rd, Ste 106",Pass
El Gordito,5815 W Tropicana,Pass
Yogurtland,"2272 S Nellis Blvd, Ste 4",Pass
The Liquor Outlet,9620 S Las Vegas Blvd,Pass
Terrible Herbst,3320 Novat St,Pass
La Bonita Supermarket,4120 S Rainbow Blvd,Pass
Zeffirino,"3377 Las Vegas Blvd S, Ste 2095, The Venetian",Pass
Smashburger,9101 W Sahara Ave,Pass
Yogurtland,"9055 S Eastern Ave, Ste 1A",Pass
Carl's Jr,9040 W Sahara,Pass
Starbucks,"3570 Las Vegas Blvd S, Caesars Palace-Augustus Towers, Caesars Palace",Pass
Feast Buffet,2101 Texas Star Ln,Pass
Sprouts Farmers Market,515 N Stephanie St,Pass
TGI Fridays,4330 E Sunset Rd,Pass
Cafe Gelato,3600 S Las Vegas Blvd,Pass
Auntie Anne's,"1300 W Sunset Rd, Ste 2423",Pass
Yui Edomae Sushi,"3460 Arville St, Ste HS",Pass
Mykonos Greek Cuisine,"9320 Sun City Blvd, Ste 101",Pass
Larry Flynt's Hustler Club,6007 Dean Martin Dr,Pass
El Pollo Loco,7310 S Rainbow Blvd,Pass
Rivas Mexican Grill,"6700 W Charleston Blvd, Ste C",Pass
Dickey's Barbecue Pit,7430 Las Vegas Blvd. South,Pass
Starbucks,201 S Stephanie St,Pass
Total Wine & More,501 N Stephanie St,Pass
Del Taco,898 S Boulder Hwy,Pass
Veranda,"Four Seasons Hotel, 3950 S Las Vegas Blvd",Pass
LMJ Cafe,"4955 E Craig Rd, Ste 3",Pass
Firehouse Subs,"9540 W. Flamingo Ave., Ste 165",Pass
Mimi's Cafe,1121 S Fort Apache,Pass
Palm Pizza,3411 E Charleston Blvd,Pass
Timbers Rancho,4061 N Rancho Dr,Pass
Scotty Beans Coffee Shop & Deli,9940 Las Vegas Blvd S,Pass
Starbucks,"7260 S. Rainbow, Suite 100",Pass
IHOP,1230 W Warm Springs Rd,Pass
Domino's Pizza,3395 E Tropicana Ave,Pass
Taco Bell,2118 W Craig Rd,Pass
Totally Olive,10271 S Eastern Ave,Pass
Wendy's,4560 N Rancho Dr,Pass
Coyote Ugly Saloon,3790 Las Vegas Blvd S,Pass
Carl's Jr.,6949 N Durango Dr,Pass
Sonic Drive-In,3340 E Flamingo Rd,Pass
Burger King,3401 E Tropicana Ave,Pass
Burger King,209 N Pecos Rd,Pass
Shawarma House,"5861 W Craig Rd, Ste 103",Pass
Panera Bread,365 Hughes Center Dr,Pass
Capriotti's Sandwich Shop,170 N Boulder Hwy,Pass
North Beach Italian Bistro,7770 W Ann Rd,Pass
Vic & Anthony's Steakhouse,129 E Fremont St,Pass
Lindo Michoacan,2655 E Desert Inn Rd,Pass
Burger King,8699 W Sahara Ave,Pass
P.F. Chang's,1095 S Rampart Blvd,Pass
Pamplemousse Le Restaurant,400 E Sahara Ave,Pass
Papa Murphy's,"7210 S. Durango Dr., Suite A",Pass
Taco Bell,2025 Buffalo Dr,Pass
Subway,8110 W Warm Springs Blvd,Pass
Fazoli's,1260 N Town Center Dr,Pass
Farm Basket,6148 W Charleston Blvd,Pass
Buffalo Wild Wings,190 W Craig Rd,Pass
Carl's Jr Restaurants,3866 W Sahara Ave,Pass
Panda Express,11011 W Charleston Blvd,Pass
Taqueria El Pastorcito,1655 E Charleston Blvd,Pass
The Goodwich Downtown,"900 S Las Vegas Blvd, Ste 120",Pass
Tia's Cafe,1717 S Decatur Blvd,Pass
Taco Bell,401 S Decatur Blvd,Pass
Munchies,6390 W Lake Mead Blvd,Pass
Johnny Rockets,"Palace Station, 2411 West Sahara Ave",Pass
Veganbites,"8876 S Eastern Ave, Ste 101",Pass
Mickey's Cues & Brews,"7380 S Eastern Ave, Ste 104",Pass
Liquor Outlet,1725 E Warm Springs Rd,Pass
Blueberry Hill Family Restaurant,3790 E Flamingo Rd,Pass
Burger King,6677 W Cheyenne Ave,Pass
Don Tortaco Mexican Grill,"430 E Silverado Ranch, Ste 100",Pass
Rosati's,"72 W Horizon Ridge Pkwy, Ste 140",Pass
Honolulu Cookie Company - Grand Canal Shoppes,3327 Las Vegas Blvd S,Pass
Starbucks,9725 S. Maryland,Pass
Dutch Bros Coffee,2245 N Las Vegas Blvd,Pass
Green Valley Ranch Resort & Spa,2300 Paseo Verde Pkwy,Pass
Blaze Fast-Fire'd Pizza,6211 N Decatur Blvd,Pass
Born And Raised,10050 S Eastern Ave,Pass
Jack in the Box,4145 S Durango Dr,Pass
Roberto's Taco Shop,5111 Boulder Hwy,Pass
Raspados Playas,3416 E Lake Mead Blvd,Pass
Fresh & Easy,5639 Centennial Center Blvd,Pass
Jack in the Box,1480 W Lake Mead Blvd,Pass
Memphis Championship Barbecue,2250 E Warm Springs Rd,Pass
Firehouse Subs,"7865 W. Sahara Blvd., Ste 105",Pass
Checkers,825 N. Rancho Dr,Pass
Nine Fine Irishmen,3790 Las Vegas Blvd S,Pass
Krispy Kreme,9791 S Eastern Ave,Pass
Red Rock Casino Resort & Spa,11011 W Charleston Blvd,Pass
LVAC Juice Bar,6050 N Decatur Blvd,Pass
Piranha Nightclub,4633 S Paradise Rd,Pass
UNLV Student Union,4505 S Maryland Pkwy,Pass
Lakes Lounge,2920 Lake East Dr,Pass
Binion's Deli,128 Fremont St,Pass
JB's Smokehouse Jerky,2210 S Rainbow Bvld,Pass
The Melting Pot-Las Vegas,8704 W Charleston Blvd,Pass
Blizz Frozen Yogurt,4321 W Flamingo Rd,Pass
Chef Zen,"4135 S Buffalo Dr, Ste 102",Pass
Shawarma Vegas,2521 S Fort Apache Rd,Pass
Papa John's Pizza,8574 W Lake Mead Blvd,Pass
Smoothie King,"6530 N Buffalo Dr, Ste 150",Pass
Sunset Market Bait & Tackle,1000 E Lake Mead Pkwy,Pass
Via Brasil Steakhouse on South Fort Apache and Charleston,"1225 S Fort Apache Rd, Ste 100",Pass
McDonald's,2650 W Sahara,Pass
Denny's,5318 Boulder Hwy,Pass
Madison Avenue Bar & Grille,"855 E Twain Ave, Ste 114",Pass
Layla Grill & Hookah,"8665 W Flamingo Rd, Ste 107",Pass
Sierra Gold,"2400 N Buffalo Dr, Ste 125",Pass
Meráki Greek Grill,"4950 S Rainbow Blvd, Ste 160",Pass
Yogurtland,6050 N Decatur Blvd,Pass
Auntie Anne's,"7400 Las Vegas Blvd, Unit C-2",Pass
Peter Piper Pizza,2131 S Decatur Blvd,Pass
Great American Food,7790 S Jones Blvd,Pass
KD Donuts & Kolaches,4650 E Sunset Rd,Pass
Furnace,206 N 3rd St,Pass
Buca di Beppo Italian Restaurant,3850 S Las Vegas Blvd,Pass
El Pollo Loco,2923 Craig Rd,Pass
Shucks Tavern & Oyster Bar,9338 W Flamingo Rd,Pass
Bonanza Lounge,4301 E Bonanza Rd,Pass
Outback Steakhouse,3411 Las Vegas Blvd S,Pass
Subway,"4035 S Durango Dr, Ste 102",Pass
Five Star Tavern,2425 N Rainbow Blvd,Pass
Einstein Bros Bagels,"6770 N Durango Dr, Ste 140",Pass
El Pollo Loco,4011 E Charleston Blvd,Pass
Bounty Hunter,415 E Windmill Ln,Pass
Big Paul's BBQ,"3025 E Desert Inn, Ste 1",Pass
Lindbergh & Lindbergh Cafe,1985 Festival Plaza Dr,Pass
Quiznos,"6420 S Pecos Rd, Ste C",Pass
Roberto's Taco Shop,"6355 N Commerce St, Ste 103A",Pass
Robert Irvine's Public House,3801 S Las Vegas Blvd,Pass
Popeyes Louisiana Kitchen,60 N Stephanie St,Pass
Carl's Jr.,5091 E Bonanza Rd,Pass
Rachel's Kitchen,2265 Village Walk Dr,Pass
Railroad Pass Hotel & Casino,1500 Railroad Pass Casino Rd,Pass
Starbucks,"3370 S. Hualapai Way, #H",Pass
Mamma's Boy Cafe,"1100 N Martin Luther King Dr, Ste G",Pass
Carl's Jr.,2670 E Craig Rd,Pass
Subway,"2365 E Bonanza Rd, Unit 9, Vegas Plaza",Pass
Sun City Express,6050 Smoke Ranch Rd,Pass
Egg Works,2490 E Sunset Rd,Pass
Gold Mine Tavern,23 S Water St,Pass
Lee's Discount Liquor,9355 W Flamingo Rd,Pass
The Westin Las Vegas Hotel & Spa,160 East Flamingo Rd,Pass
Panda Express,"1735 W Craig Rd, Ste 1",Pass
McDonald's,2640 E Tropicana Ave,Pass
Moon Doggies,3240 Arville St,Pass
Jamba Juice,9091 W Sahara,Pass
Starbucks,"3801 Las Vegas Blvd S, Tropicana Hotel Lobby",Pass
Town Center Lounge,6050 Sky Pointe Dr,Pass
BabyStacks Cafe,"4135 S Buffalo Dr, Ste 101",Pass
Sonic Drive-In,4260 W Flamingo Rd,Pass
Golden Spoon,"1651 W Horizon Ridge Pkwy, Ste 100",Pass
Ori'Zaba's Scratch Mexican Grill,3318 E Flamingo Rd,Pass
Rolled Ice Cream,"9500 S Eastern Ave, Ste 110",Pass
Valley Cheese & Wine,"1570 W Horizon Ridge Pkwy, Ste 140",Pass
Starbucks,11720 W. CHARLESTON BLVD,Pass
Go Greek Yogurt,3355 S Las Vegas Blvd,Pass
